IsAccountPrivate,IsVerified,HasProfilePicture,AnzahlFolgeIch,AnzahlFollower,AnzahlLikes,HasAccountDescription,AnzahlPosts,AreLikedVideosPrivate,NumberOfLikedVideos,IsABot
False,False,True,63,23,101,True,2,True,0.0,False
False,False,True,40,2235,47600,True,10,True,0.0,False
False,False,True,154,1,0,False,0,False,20.0,True
False,False,True,104,212,749,True,20,True,0.0,False
False,False,True,98,0,0,True,0,True,0.0,True
False,False,True,11,322100,4300000,True,20,True,0.0,False
False,False,True,57,1,0,False,0,False,3.0,True
False,False,True,38,13,108,True,20,True,0.0,False
False,False,True,2943,176,38,True,18,False,20.0,True
False,False,True,278,13,0,False,0,False,20.0,True
False,False,True,10,3612,23600,True,20,False,20.0,True
False,False,True,2127,145,37,True,2,True,0.0,False
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,55,1,0,False,0,False,5.0,True
False,False,True,57,0,0,True,0,True,0.0,True
False,False,True,9,29,0,True,0,True,0.0,False
False,False,True,105,0,0,True,0,True,0.0,True
False,False,True,27,69400,494800,True,20,True,0.0,False
False,False,True,1678,64,2,False,20,False,20.0,True
False,False,True,1267,44,0,False,0,False,20.0,True
False,False,True,54,0,0,True,0,True,0.0,True
False,False,True,285,3,0,False,0,False,20.0,True
True,False,True,2500,356,211,False,0,True,0.0,True
False,False,True,369,4,0,False,0,False,20.0,True
False,False,True,364,2,0,False,0,False,20.0,True
False,False,True,38,0,0,True,0,True,0.0,True
False,True,True,160,3900000,208900000,True,20,True,0.0,False
False,False,True,153,0,0,True,0,True,0.0,True
False,False,True,46,0,0,True,1,False,20.0,True
False,False,True,1581,93,17,True,1,False,0.0,True
False,False,True,104,0,0,True,0,True,0.0,True
False,False,True,660,222,3332,True,20,False,20.0,False
False,False,True,109,0,0,True,0,True,0.0,True
False,False,True,600,15,0,False,0,False,20.0,True
False,False,True,212,63100,2100000,True,20,True,0.0,False
False,False,True,4141,5055,18500,True,20,True,0.0,False
False,True,True,0,2300000,21600000,True,20,True,0.0,False
False,False,True,166,4,0,False,0,False,20.0,True
False,False,True,10000,457,0,False,0,True,0.0,True
False,False,True,61,7595,117900,True,20,True,0.0,False
False,False,True,49,600,0,False,0,True,0.0,False
False,False,True,1612,26,0,False,0,False,20.0,True
False,False,True,1331,154,341,True,5,False,9.0,True
False,False,True,366,411,0,False,0,True,0.0,True
False,False,True,57,22,143,True,20,True,0.0,False
False,False,True,21,1,0,False,0,True,0.0,False
False,False,True,1009,40,16,False,5,False,9.0,True
False,False,True,69,0,0,False,0,True,0.0,True
False,False,True,483,3,0,False,0,False,20.0,True
False,False,True,699,18,0,False,0,False,20.0,True
False,False,True,282,202200,6600000,True,3,True,0.0,False
False,False,True,125,24,0,False,0,True,0.0,False
False,False,True,5406,359,43,False,4,False,20.0,True
True,False,True,103,34,0,False,0,True,0.0,False
False,False,True,357,12,0,False,0,False,20.0,True
False,False,True,1321,34,8,True,2,False,20.0,True
False,False,True,490,5,0,False,0,False,20.0,True
False,False,True,106,1,0,True,0,True,0.0,True
False,False,True,83,0,0,True,0,True,0.0,True
False,False,True,88,1,0,True,0,True,0.0,True
False,False,True,57,422000,2400000,True,20,True,0.0,False
False,False,True,104,2,0,False,0,False,20.0,True
False,False,True,2,0,0,False,0,True,0.0,False
False,False,True,275,22,336,True,20,True,0.0,False
True,False,True,117,36,245,False,0,True,0.0,False
False,False,True,0,2009,4181,True,16,True,0.0,False
False,False,True,705,452,525,True,19,False,20.0,True
False,False,True,708,116,122,True,2,True,0.0,False
False,False,True,135,0,0,True,0,True,0.0,True
False,False,True,550,21,0,False,0,False,20.0,True
True,False,True,108,12,6,False,0,True,0.0,False
False,False,True,673,22,0,False,0,False,20.0,True
False,False,True,420,96,33,False,8,True,0.0,True
False,False,True,102,1,0,False,0,False,20.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,269,4,0,False,0,False,20.0,True
False,False,True,590,14,0,False,0,False,12.0,True
False,False,True,284,8,3,False,3,False,9.0,True
False,False,True,115,0,0,True,0,True,0.0,True
False,False,True,2897,79,1,False,8,False,20.0,True
False,False,False,32,3,0,False,0,True,0.0,False
False,False,True,666,21,0,False,0,False,20.0,True
False,False,True,81,41100,207300,True,20,True,0.0,False
False,False,True,84,0,0,True,0,True,0.0,True
False,False,True,7092,141,0,False,0,False,20.0,True
False,False,True,822,10,0,False,0,False,20.0,False
False,False,True,677,18,0,False,0,False,20.0,True
False,False,True,100,0,0,True,0,True,0.0,True
False,False,True,438,2,0,False,0,False,20.0,True
False,False,True,92,0,0,True,0,True,0.0,True
False,False,True,276,34,41,True,9,True,0.0,False
False,False,True,2500,675,163,False,20,True,0.0,True
False,False,True,2130,50,0,False,0,False,20.0,True
False,False,True,768,5,0,False,0,False,20.0,True
False,False,True,9948,253,0,True,0,True,0.0,False
False,False,True,381,6,0,False,0,False,20.0,True
False,False,True,39,513,0,False,0,True,0.0,False
False,True,True,809,1300000,20800000,True,20,False,20.0,False
False,False,True,149,26,0,False,0,True,0.0,False
False,False,True,784,27,0,False,0,False,20.0,True
False,False,True,272,2,0,False,0,False,20.0,True
False,False,True,417,15,29,True,3,False,20.0,True
False,False,True,684,25,0,False,0,False,1.0,True
False,False,True,398,11,0,False,0,False,20.0,True
False,False,True,3970,1373,25200,True,20,True,0.0,False
False,False,True,58,0,0,True,0,True,0.0,True
False,False,True,473,84600,783200,True,19,True,0.0,False
False,False,True,63,104,277,True,18,True,0.0,True
False,False,True,636,16,2,False,3,False,9.0,True
False,False,True,581,976200,15100000,True,20,True,0.0,False
False,False,True,2180,3898,649,True,7,False,9.0,True
False,False,True,8592,340,0,False,0,False,20.0,True
False,False,True,1393,1074,15,True,11,True,0.0,True
False,False,True,347,3,0,False,0,False,20.0,True
False,False,True,110,17300,809500,True,20,True,0.0,False
False,False,True,2827,60,15,True,20,False,20.0,True
False,False,True,76,48,123,True,3,True,0.0,False
False,False,True,198,5,0,False,0,False,20.0,True
False,False,True,1478,54,0,False,0,False,20.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,1176,52,0,False,0,False,20.0,True
False,False,True,183,1,0,False,0,False,20.0,True
False,False,True,50,6,0,False,0,True,0.0,False
False,False,True,426,568,475,True,6,False,20.0,True
False,False,True,1187,31,0,False,0,False,20.0,True
False,False,True,170,3,0,False,0,False,20.0,True
False,False,True,511,6,0,False,0,False,20.0,True
False,False,True,292,3,0,False,0,False,20.0,True
False,False,True,5654,766,2163,True,20,False,20.0,False
False,False,True,1866,48,0,False,0,False,20.0,True
False,False,True,4,18,176,True,16,True,0.0,False
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,110,1,2,False,1,True,0.0,True
False,False,True,384,4,0,False,0,False,20.0,True
False,False,True,153,3,0,False,0,False,20.0,True
False,False,True,1241,51,0,False,0,False,20.0,True
False,False,True,1449,1077,36,True,12,False,9.0,True
False,False,True,465,5,0,False,0,False,20.0,True
False,False,True,733,20,0,False,0,False,20.0,True
False,False,True,107,0,0,True,0,True,0.0,True
False,False,True,151,0,0,True,0,True,0.0,True
False,False,True,62,0,0,True,0,True,0.0,True
False,False,True,758,41,15,False,3,False,20.0,True
False,False,True,379,3,0,False,0,False,20.0,True
False,False,True,1742,31,0,False,0,False,20.0,True
False,False,True,1317,22,2,False,9,False,9.0,True
False,True,True,157,25100,262800,True,20,True,0.0,False
False,False,True,231,232,61,True,2,True,0.0,False
False,False,True,177,80,0,False,0,True,0.0,False
False,False,True,24,39,327,True,9,True,0.0,False
False,False,True,100,1,0,True,0,True,0.0,True
False,False,True,168,451,28000,True,20,True,0.0,False
False,False,True,976,71,154,True,3,False,9.0,True
False,False,True,26,31,74,False,2,True,0.0,True
False,False,True,85,27100,541400,True,20,True,0.0,False
False,False,True,133,0,0,True,0,True,0.0,True
False,False,True,100,225200,5300000,True,3,True,0.0,False
False,False,True,8164,263,0,False,0,False,20.0,True
False,False,True,2791,58,16,True,18,False,20.0,True
False,False,True,149,1,0,True,0,True,0.0,True
False,False,True,3156,84,0,False,0,False,20.0,True
False,False,True,1900,36,0,True,0,False,20.0,True
False,False,True,9,16,31,False,2,True,0.0,False
False,False,True,348,4,0,False,0,False,0.0,True
False,False,True,4987,225,0,False,0,False,20.0,True
False,False,True,18,69000,1400000,True,20,True,0.0,False
False,False,True,9641,4404,40200,True,20,True,0.0,True
False,False,True,229,151,108,True,2,False,20.0,True
False,False,True,722,19,0,False,0,False,20.0,True
False,False,True,78,0,0,True,0,True,0.0,True
False,False,True,59,1313,12100,True,20,True,0.0,False
False,False,True,368,7,0,False,0,False,20.0,True
False,False,True,52,14200,202500,True,20,True,0.0,False
False,False,True,227,105,40,True,6,True,0.0,True
False,False,True,2099,1113,17,True,9,True,0.0,True
False,False,True,2493,112,4,False,1,False,9.0,True
False,False,True,5349,413,0,True,0,False,3.0,True
True,False,True,853,0,0,False,0,True,0.0,False
False,False,True,20,2,0,False,0,False,20.0,False
False,False,True,351,19,2,True,1,False,20.0,True
False,False,True,194,12800,170000,True,20,True,0.0,False
False,False,True,28,110,967,False,20,True,0.0,False
False,False,True,81,0,0,True,0,True,0.0,True
False,False,True,5046,109,0,False,0,False,20.0,True
False,False,True,117,3,0,False,0,True,0.0,True
False,False,True,455,4,0,False,0,False,20.0,True
False,False,True,4042,1734,20900,True,20,True,0.0,False
False,True,True,6,339400,759900,True,20,True,0.0,False
False,False,True,731,28,50,False,9,False,20.0,True
True,False,True,196,8,0,False,0,True,0.0,True
False,False,True,756,63,701,False,17,False,20.0,True
False,True,True,29,383200,1700000,True,18,True,0.0,False
False,False,True,396,495,4824,True,0,True,0.0,False
False,False,True,27,23,77,True,19,False,20.0,False
False,False,True,47,227600,3900000,True,20,True,0.0,False
False,False,True,42,946,15000,True,5,True,0.0,False
False,False,True,2039,113,15,False,1,False,20.0,True
False,False,True,9510,155,0,True,0,False,20.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,False,0,0,0,False,0,True,0.0,True
False,False,True,841,14,0,False,9,False,20.0,True
False,False,True,2188,323,278,True,10,False,9.0,True
False,False,True,44,0,0,True,0,True,0.0,True
False,False,True,81,45,456,False,1,True,0.0,False
False,False,True,105,0,0,True,0,True,0.0,True
False,False,True,1003,40,0,False,0,True,0.0,False
False,False,True,166,82300,1500000,True,20,True,0.0,False
False,False,True,130,4,0,True,0,True,0.0,True
False,False,True,501,259800,4700000,True,20,True,0.0,False
False,False,True,46,0,0,True,0,True,0.0,True
True,False,True,1260,1838,9379,False,0,True,0.0,False
False,False,True,8,1863,142700,True,20,True,0.0,False
False,False,True,32,12,4,False,0,True,0.0,False
False,False,True,391,57,0,False,0,False,20.0,True
False,False,True,522,4,0,False,0,False,20.0,True
False,False,True,148,230400,2200000,True,20,True,0.0,False
False,False,True,8,9,12,True,3,True,0.0,False
False,False,True,913,163,338,False,20,True,0.0,True
False,False,True,2338,217,23,True,14,False,9.0,True
False,False,True,670,33,17,False,6,False,20.0,True
False,False,True,561,17,0,False,0,False,20.0,True
False,False,True,163,1,0,True,0,True,0.0,True
False,False,True,335,82,339,True,20,True,0.0,False
False,False,True,76,0,0,True,0,True,0.0,True
False,False,True,144,1,0,True,0,True,0.0,True
False,False,True,454,6,0,False,0,False,20.0,True
False,False,True,169,4,0,False,0,False,20.0,True
False,False,True,468,4,0,False,0,False,20.0,True
False,False,True,66,1933,151500,False,11,False,9.0,False
False,False,True,1113,44,4,False,1,False,20.0,True
False,False,True,74,0,0,True,0,True,0.0,True
False,False,True,158,742,3415,True,20,True,0.0,False
False,False,True,2025,1022,116,False,9,False,20.0,True
False,False,True,26,0,0,True,0,True,0.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,14,1,0,False,0,True,0.0,False
False,False,True,145,0,0,True,0,True,0.0,True
False,False,True,870,378,5243,False,20,False,20.0,True
False,False,True,6470,1645,4094,True,20,True,0.0,True
False,False,True,58,1,0,False,0,False,3.0,True
False,False,True,15,5506,14,True,3,True,0.0,False
False,False,True,467,5,0,True,0,False,3.0,True
False,False,True,123,14,152,False,20,True,0.0,False
False,False,False,0,0,0,False,0,True,0.0,True
False,False,True,108,288,1577,True,20,True,0.0,False
False,False,True,212,2,0,False,0,False,20.0,True
False,False,False,0,5,0,True,0,True,0.0,True
False,False,True,235,9,0,False,0,True,0.0,True
False,False,True,531,18,0,False,0,False,20.0,True
False,False,True,16,25,433,True,9,True,0.0,False
False,False,True,49,53800,1300000,True,20,True,0.0,False
True,False,True,978,72,805,False,0,True,0.0,True
False,False,True,13,9343,30600,True,20,False,20.0,False
False,False,True,768,37,45,True,3,False,20.0,True
False,False,True,23,19800,411300,True,12,True,0.0,False
False,False,True,676,28,4,False,1,False,20.0,True
False,False,False,76,0,0,True,0,True,0.0,True
False,False,False,59,0,0,True,0,True,0.0,True
False,False,True,290,178,5575,True,5,False,20.0,True
False,False,True,218,22,0,True,0,True,0.0,False
False,True,True,41,327200,8600000,True,20,True,0.0,False
False,False,True,99,1,0,True,0,True,0.0,True
False,False,True,2996,1147,1380,True,20,True,0.0,False
True,False,True,80,7,0,False,0,True,0.0,False
False,False,True,72,419,0,True,0,True,0.0,False
False,True,True,50,266800,3400000,True,20,True,0.0,False
False,False,True,133,236,552,True,0,True,0.0,False
False,False,True,712,7,0,False,0,False,20.0,True
False,False,True,571,305,446,False,20,True,0.0,False
False,False,False,0,0,0,False,0,True,0.0,True
False,False,True,126,1,0,True,0,True,0.0,True
False,False,True,329,1,0,False,0,False,20.0,True
False,False,True,264,30,311,True,20,True,0.0,False
False,True,True,20,132800,578900,True,19,True,0.0,False
False,False,True,858,38,10,True,5,False,20.0,True
False,False,True,138,9,0,False,1,False,20.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,178,19500,523200,True,20,True,0.0,False
False,False,True,38,22,320,True,0,True,0.0,False
False,True,True,23,1300000,12700000,False,3,False,9.0,False
False,False,True,66,0,0,True,0,True,0.0,True
False,False,True,7,3,0,False,0,True,0.0,False
False,False,True,185,20,70,True,13,True,0.0,True
False,False,True,80,0,0,True,0,True,0.0,True
False,False,True,164,3,0,False,0,False,12.0,True
False,False,True,524,23000,803700,True,20,True,0.0,False
False,False,True,256,5,0,False,0,True,0.0,True
False,False,True,246,7,0,False,0,False,20.0,True
False,False,True,55,4,12,True,1,False,20.0,True
False,False,True,576,220,110,True,12,False,20.0,True
False,True,True,236,5300000,355400000,True,9,True,0.0,False
False,False,True,2020,128,158,False,20,True,0.0,False
False,False,True,240,7,0,False,0,False,20.0,True
False,False,True,1779,56,0,False,0,False,20.0,True
False,False,True,490,17,0,False,0,False,18.0,True
False,False,True,368,4,0,False,0,False,20.0,True
False,False,True,2067,97,401,False,7,False,9.0,True
False,True,True,225,672000,8500000,True,20,True,0.0,False
False,False,True,0,0,0,False,0,True,0.0,False
True,False,True,1431,59,0,False,0,True,0.0,False
False,False,True,158,5,0,False,0,True,0.0,True
False,False,True,1,114600,1900000,True,20,True,0.0,False
False,False,True,44,112500,2900000,True,20,True,0.0,False
False,False,True,238,4,0,False,0,False,20.0,True
False,False,True,52,8,0,False,0,True,0.0,False
False,False,True,156,3,11,False,9,False,20.0,True
False,False,True,79,42,165,True,0,True,0.0,False
False,False,True,652,19,0,False,0,False,20.0,True
False,False,True,109,28,112,True,5,True,0.0,False
False,False,True,262,1,0,False,0,False,20.0,True
False,False,True,397,4,0,False,0,False,20.0,True
False,False,True,41,0,0,True,0,True,0.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,26,0,0,True,0,True,0.0,True
False,False,True,751,19,0,False,0,False,20.0,True
False,False,True,101,315,1988,True,10,True,0.0,False
False,True,True,9,356600,2400000,True,20,True,0.0,False
False,False,True,358,5,0,False,0,False,20.0,True
False,False,True,713,12,0,False,0,False,20.0,True
False,False,True,36,74,0,False,0,True,0.0,False
False,False,True,120,1,0,True,0,True,0.0,True
False,False,True,17,501,11800,True,20,True,0.0,False
False,False,True,84,15200,64400,True,20,True,0.0,False
False,False,True,602,23,5,True,4,False,20.0,True
False,False,True,37,0,0,True,0,True,0.0,True
False,False,True,81,0,0,True,0,True,0.0,True
False,False,True,114,13,0,False,0,True,0.0,False
False,False,True,110,1,0,True,0,True,0.0,True
False,False,True,5604,370,0,False,0,False,20.0,True
True,False,True,7822,1796,8539,False,0,True,0.0,False
False,False,True,803,12800,985900,True,20,True,0.0,False
False,False,False,349,42,33,True,6,True,0.0,True
False,False,True,87,74,130,True,0,True,0.0,False
False,False,True,32,1600000,20700000,True,20,True,0.0,False
False,False,True,123,152,2161,True,20,True,0.0,False
False,False,True,1407,673,375,True,20,True,0.0,False
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,7,35600,280100,True,20,True,0.0,False
False,False,True,277,11,0,False,0,False,17.0,True
False,False,True,51,10900,41600,True,20,True,0.0,False
False,False,True,3563,2297,13700,True,20,True,0.0,False
False,False,True,166,1,0,True,0,True,0.0,True
False,False,True,63,51900,188600,True,20,True,0.0,False
False,False,True,19,64200,693200,True,20,True,0.0,False
False,False,True,30,252200,6500000,True,20,False,20.0,False
False,False,True,106,0,0,True,0,True,0.0,True
False,False,True,1165,46,0,False,0,False,20.0,True
False,False,True,576,19,29,False,5,True,0.0,False
False,False,True,20,352,4375,True,20,True,0.0,False
False,False,True,84,12300,145600,True,20,True,0.0,False
False,False,True,653,11,0,False,0,False,20.0,True
True,False,True,89,10,0,False,0,True,0.0,False
False,False,True,263,26,0,False,0,True,0.0,False
False,False,True,357,2,0,False,0,False,20.0,True
False,False,True,524,22,0,False,0,False,12.0,True
False,False,True,533,17,0,False,0,False,20.0,True
False,False,True,413,2,0,False,0,False,20.0,True
False,False,True,1511,1064,1107,True,12,True,0.0,True
False,False,True,6300,11400,70800,True,20,True,0.0,False
False,False,True,6,3,5,True,1,True,0.0,False
False,False,True,510,8,0,False,0,False,20.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,100,3,0,False,0,True,0.0,False
False,False,True,3096,64,10,True,4,False,9.0,True
False,False,True,15,749,2643,False,20,True,0.0,False
False,False,True,502,7,0,False,0,False,20.0,True
False,False,True,143,5,0,False,0,False,17.0,True
False,False,True,217,4,0,False,0,True,0.0,True
False,False,True,1102,53,326,True,5,True,0.0,False
False,False,True,1012,564,110,True,1,True,0.0,True
False,False,True,60,33800,647700,True,20,True,0.0,False
False,False,True,157,0,0,True,0,True,0.0,True
False,False,True,1865,118,2691,True,20,False,20.0,False
False,False,True,305,2,0,False,0,False,20.0,True
False,False,True,206,149,1920,True,20,True,0.0,False
False,False,True,222,7,3,False,1,False,20.0,True
False,False,True,56,1108,1657,True,20,True,0.0,False
False,False,True,7386,159,31,True,3,False,9.0,True
False,False,True,5967,7625,2392,True,2,False,20.0,True
False,False,True,561,33,410,True,20,True,0.0,False
False,False,True,297,6,0,False,6,False,9.0,True
False,False,True,2009,1169,1631,True,20,False,20.0,False
False,False,True,10,3856,9834,True,20,True,0.0,False
False,False,True,104,0,0,True,0,True,0.0,True
False,False,True,257,343,1376,True,0,True,0.0,False
False,False,True,6,40700,375200,True,18,True,0.0,False
True,False,True,329,108,24400,False,0,True,0.0,False
True,False,True,237,194,150,False,0,True,0.0,False
False,False,True,1691,56,247,False,20,False,20.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,673,29,3,False,1,False,20.0,True
False,False,True,1423,73,0,False,0,False,20.0,True
False,False,True,1564,36,0,False,0,False,20.0,True
False,False,True,108,0,0,True,0,True,0.0,True
False,False,True,1003,33,15,False,15,False,20.0,True
False,False,True,141,315800,3200000,True,20,True,0.0,False
False,False,True,681,111,82,False,20,True,0.0,False
False,False,True,316,131,847,True,20,True,0.0,False
False,False,True,373,15,0,False,0,False,20.0,True
False,False,True,977,17,62,False,20,False,9.0,True
False,False,True,162,2,0,True,0,True,0.0,True
False,False,True,279,13,0,False,0,True,0.0,True
False,False,True,99,0,0,True,0,True,0.0,True
False,False,True,44,76300,667400,True,20,True,0.0,False
False,False,True,110,0,0,True,0,True,0.0,True
False,False,True,2702,1200,7459,True,20,True,0.0,False
False,False,True,156,2,0,True,0,True,0.0,True
False,False,True,401,10,0,False,0,False,20.0,True
False,False,True,350,2000000,43400000,True,20,True,0.0,False
False,False,True,2397,71800,815300,True,20,True,0.0,False
True,False,True,204,20,0,False,0,True,0.0,False
False,False,True,120,3,0,True,0,True,0.0,True
False,False,True,516,6,0,False,0,False,20.0,True
False,False,True,10000,318,1357,False,20,True,0.0,False
False,False,True,131,0,0,True,0,True,0.0,True
False,False,True,54,69,503,True,10,False,20.0,False
False,True,True,201,828400,12100000,True,20,False,0.0,False
False,False,True,327,2,0,False,0,False,20.0,True
False,False,True,125,4,0,True,0,False,20.0,True
False,False,False,0,6,0,True,0,True,0.0,True
True,False,True,28,13,0,False,0,True,0.0,False
False,False,True,70,0,0,True,0,True,0.0,True
False,False,False,25,6,0,False,0,True,0.0,False
False,False,True,124,0,0,True,0,True,0.0,True
False,False,True,1659,36,0,False,4,False,20.0,True
False,False,True,346,7,35,False,14,False,20.0,True
False,True,True,42,541300,23700000,True,20,True,0.0,False
False,False,True,316,2,0,False,0,False,20.0,True
True,False,True,1617,209,670,False,0,True,0.0,False
False,False,True,109,0,0,True,0,True,0.0,True
False,False,True,61,0,0,True,0,True,0.0,True
False,False,True,377,2043,64400,True,20,True,0.0,False
False,False,True,3571,118,0,False,0,True,0.0,True
False,False,True,5,19,188,True,7,True,0.0,False
False,False,True,20,6219,382000,True,20,True,0.0,False
False,False,True,836,6999,3481,False,20,False,20.0,True
False,False,True,183,55,81,True,9,False,20.0,True
False,False,True,82,0,0,True,0,True,0.0,True
False,False,True,54,2,0,False,0,False,18.0,True
False,True,True,123,1600000,31600000,True,20,True,0.0,False
False,False,True,107,610,661,False,12,True,0.0,True
False,False,True,353,6,0,False,0,False,20.0,True
False,False,True,356,268,174,True,0,False,20.0,False
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,483,161700,1400000,True,20,True,0.0,False
False,False,True,852,28,33,False,15,False,20.0,True
False,False,True,317,55,630,True,20,True,0.0,False
False,False,True,121,21,0,False,0,True,0.0,False
False,False,True,9982,358,30,True,10,False,20.0,True
False,False,False,0,1,0,True,0,True,0.0,True
False,False,True,40,3158,218000,True,18,True,0.0,False
False,False,True,142,3,0,True,3,False,20.0,True
False,False,True,1066,49,0,False,0,False,1.0,True
False,False,True,108,4461,87300,True,10,True,0.0,False
True,False,False,34,14,29,False,0,True,0.0,False
False,False,True,790,1767,30000,True,20,True,0.0,False
False,False,True,697,9,0,False,0,False,20.0,True
False,False,True,91,0,0,True,0,True,0.0,True
False,False,True,283,1,0,False,0,False,20.0,True
False,False,True,151,0,0,True,0,True,0.0,True
False,False,True,161,465,34,True,6,False,20.0,True
False,False,True,101,0,0,True,0,True,0.0,True
False,False,True,17,1,1,False,2,True,0.0,False
False,False,True,453,547,1582,True,20,False,20.0,True
False,False,True,10,58,38,False,2,True,0.0,False
False,False,True,17,265000,4700000,True,20,True,0.0,False
False,False,True,170,17100,85600,True,20,True,0.0,False
False,False,True,747,23,0,False,0,False,20.0,True
False,False,True,163,0,0,True,0,True,0.0,True
False,False,True,4937,1323,1635,True,20,False,20.0,False
False,True,True,54,1200000,22900000,True,20,True,0.0,False
False,False,True,46,65900,1000000,True,20,True,0.0,False
False,False,True,306,726,13800,False,20,True,0.0,False
False,False,True,1447,498,3942,False,20,False,20.0,True
False,False,True,39,23,95,True,0,True,0.0,False
False,False,True,1,112100,1100000,True,20,True,0.0,False
False,False,True,116,2,0,False,0,False,20.0,True
False,False,True,142,58800,2200000,True,12,True,0.0,False
False,False,True,5117,890,189,True,1,False,9.0,True
False,False,True,47,284600,5500000,True,20,True,0.0,False
False,False,True,58,18,0,False,0,True,0.0,False
False,False,True,48,1,0,False,0,False,19.0,True
False,False,True,99,1,0,True,0,True,0.0,True
False,False,True,1182,52,0,False,0,True,0.0,True
False,False,True,99,0,0,True,0,True,0.0,True
False,False,True,101,0,0,True,0,True,0.0,True
False,False,True,321,5,0,False,0,False,20.0,True
False,False,True,112,661,10300,True,20,True,0.0,False
False,False,True,1347,634,51,True,8,False,20.0,True
False,False,True,2623,238200,2000000,True,20,True,0.0,False
False,False,True,338,3,0,False,0,False,20.0,True
False,False,True,105,0,0,False,0,False,20.0,True
False,False,True,2070,787,589,True,3,True,0.0,False
False,False,True,36,129900,2000000,True,20,True,0.0,False
False,False,True,56,72,1009,True,16,True,0.0,False
False,False,True,778,272,336,True,10,False,20.0,True
False,False,True,743,37,9,False,1,False,20.0,True
False,False,True,671,568,1720,True,20,True,0.0,False
False,False,True,93,71,0,False,0,True,0.0,False
False,False,False,7,0,0,False,0,True,0.0,False
True,False,True,213,6,0,False,0,True,0.0,False
True,False,True,9,11,0,False,0,True,0.0,False
False,False,True,88,0,0,True,0,True,0.0,True
False,False,True,143,2,0,True,0,True,0.0,True
False,False,True,3947,177,65,False,9,False,9.0,True
False,False,True,649,18,0,False,0,False,20.0,True
False,False,True,1890,43,0,False,0,False,20.0,True
False,False,True,23,443300,6200000,True,20,True,0.0,False
False,False,False,0,0,0,False,0,True,0.0,True
False,False,True,29,4,53,True,5,True,0.0,False
False,False,True,3,1,0,False,0,True,0.0,False
False,False,True,103,29,23,False,5,True,0.0,True
False,False,True,418,16,0,False,0,False,20.0,True
False,False,True,1833,273,2327,True,20,False,20.0,True
False,False,False,0,7,0,True,0,True,0.0,True
False,False,True,656,25,0,False,0,False,20.0,True
False,False,True,121,1,0,False,0,False,12.0,True
False,False,True,11,70,570,True,20,True,0.0,False
False,False,True,166,2,0,False,0,False,1.0,True
False,False,True,154,150,19,True,1,True,0.0,False
False,False,True,458,101,1457,True,20,True,0.0,False
False,False,True,168,2,0,False,0,False,12.0,True
False,False,True,191,24,0,False,0,True,0.0,True
False,False,True,99,0,0,True,0,True,0.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,759,186,0,True,0,True,0.0,False
False,False,True,82,0,0,False,0,False,20.0,True
False,False,True,34,6,0,False,0,True,0.0,False
False,False,True,2017,1206,7270,True,20,True,0.0,False
False,False,True,82,0,0,True,0,True,0.0,True
False,False,True,79,148500,1700000,True,20,True,0.0,False
False,False,True,108,250600,6500000,True,9,True,0.0,False
False,False,True,108,0,0,True,0,True,0.0,True
False,False,True,122,246,1988,True,20,True,0.0,False
False,False,True,83,20700,466400,False,11,True,0.0,False
False,False,True,321,1,0,False,0,False,20.0,True
True,False,True,334,23,33,False,0,True,0.0,False
False,False,True,407,5,0,False,0,False,20.0,True
False,False,True,110,0,0,True,0,True,0.0,True
False,False,True,68,901500,6800000,True,20,True,0.0,False
False,False,True,930,9568,130100,True,20,True,0.0,False
False,False,True,111,0,0,True,0,True,0.0,True
False,False,True,2528,507,1520,True,20,True,0.0,False
False,False,True,306,2,0,False,0,False,20.0,True
False,False,True,1619,25,0,False,0,False,12.0,True
False,False,True,567,23,0,False,0,True,0.0,True
False,False,True,1946,45,52,False,16,False,20.0,True
False,False,True,42,3,0,False,0,True,0.0,False
False,False,True,68,153,15800,False,20,False,20.0,False
False,False,True,108,1,0,True,0,True,0.0,True
False,False,True,108,0,0,True,0,True,0.0,True
False,False,False,0,0,0,False,0,True,0.0,True
False,False,True,79,2,2,True,1,False,20.0,True
True,False,True,384,433,1944,False,0,True,0.0,False
False,False,True,198,156,191,True,0,True,0.0,False
False,False,True,84,0,0,True,0,True,0.0,True
False,False,True,169,0,0,False,0,False,20.0,True
False,False,True,2015,447,2486,True,20,False,20.0,True
False,False,True,723,34,11,False,4,False,9.0,True
False,False,True,1283,43,0,False,0,False,20.0,True
False,False,True,406,5,0,False,0,False,20.0,True
False,False,True,123,927,39400,True,20,True,0.0,False
