verified,statuses,location,date_joined,most_recent_post,following,followers,favourites,lists,tweet_language,tweets_this_week,retweet,retweeted_count,URL works,userNameScore,avg_tweets_by_hour_of_day,avg_tweets_by_day_of_week,account_type,screen_name
0,8618,1,2015,2021,503.0,2076.0,2367,27,10,0.0,10.0,224.0,1,0.0,8.25,28.286,1,GenderIsOver
0,6738,0,2009,2022,106.0,49.0,13164,1,21,0.0,170.0,564089.0,0,0.0,8.208,28.143,1,fattieliver
0,4726,1,2014,2023,145.0,98.0,29125,4,1,0.0,56.0,1109280.0,1,0.0666666666666666,8.25,28.286,1,ohwaitiforgot
0,1008,1,2015,2023,237.0,497.0,20316,4,1,67.0,68.0,24258.0,0,0.1999999999999999,8.292,28.429,1,david_dd63
1,5034,0,2009,2023,113.0,2106263.0,2,11632,13,3.0,40.0,8232.0,1,0.0,8.333,28.571,1,tokuiyoshimi
0,11362,1,2009,2023,395.0,155.0,14950,2,1,0.0,102.0,840754.0,1,0.1428571428571429,8.292,28.429,1,SirAntoinne
1,5530,0,2010,2021,350.0,825872.0,3136,1353,1,0.0,38.0,1158401.0,0,0.9090909090909092,8.25,28.286,1,ciarabravo
1,9687,1,2010,2023,776.0,6242.0,27185,56,5,1.0,76.0,204062.0,0,0.8571428571428572,8.333,28.571,1,Alfredo_Lomeli
0,1783,1,2009,2017,0.0,28.0,1179,2,1,0.0,138.0,299916.0,1,0.1428571428571429,5.75,19.714,1,ListenUPYOU
0,174,0,2011,2021,14.0,16.0,109,0,1,0.0,86.0,227103.0,0,0.1999999999999999,4.833,16.571,1,IhateMydaughter
0,1904,0,2014,2021,51.0,124.0,1230,1,1,0.0,66.0,2121729.0,0,0.3846153846153846,7.417,25.429,1,damianlanda27
1,19802,1,2009,2022,480.0,1702310.0,87,4369,1,0.0,46.0,1200.0,1,0.5789473684210527,8.292,28.429,1,TameraMowryTwo
1,13272,1,2011,2023,3962.0,1489.0,14547,52,1,0.0,64.0,194795.0,1,0.875,8.292,28.429,1,MaryKateBrogan
1,7727,1,2013,2023,151.0,2635007.0,22680,868,1,27.0,0.0,33374.0,1,0.6,8.333,28.571,1,iamAhmadshahzad
0,7,0,2022,0,36.0,0.0,1,0,0,0.0,0.0,0.0,0,0.1428571428571429,0.0,0.0,1,tweetsfromkevin
1,515,0,2013,2023,97.0,1879310.0,52,1409,9,0.0,44.0,91419.0,0,0.3333333333333333,8.333,28.571,1,Rami7oficial
0,5970,0,2015,2018,71.0,232.0,680,3,1,0.0,70.0,945011.0,0,0.0,7.958,27.286,1,csbnines
0,23602,1,2010,2023,2810.0,3841.0,75803,11,1,6.0,80.0,346581.0,1,0.2727272727272727,8.292,28.429,1,thedrewlife
1,2569,1,2010,2023,195.0,3200777.0,588,30475,1,0.0,54.0,456475.0,1,0.8125,8.333,28.571,1,danielricciardo
0,6700,1,2017,2018,685.0,495.0,91,0,3,0.0,0.0,1.0,0,0.0,8.333,28.571,1,8S88S
1,1829,1,2009,2023,96.0,790468.0,31,3614,1,0.0,38.0,7297.0,1,0.9333333333333332,8.25,28.286,1,TravisPastrana
1,135130,1,2009,2023,2460.0,138228.0,8295,1653,1,200.0,6.0,188.0,1,0.0,8.333,28.571,1,diymagazine
1,62348,1,2008,2023,919.0,66019.0,46486,1201,1,163.0,80.0,161340.0,1,0.4375,8.25,28.286,1,BFriedmanDC
0,367,1,2011,2022,379.0,45.0,587,0,1,0.0,96.0,4251359.0,0,0.3333333333333333,6.0,20.571,1,davidhersheybar
0,47325,0,2011,2023,485.0,1280.0,68788,7,1,20.0,48.0,237735.0,0,0.0,8.167,28.0,1,Powerrsss
0,50670,0,2009,2023,731.0,688912.0,34,2266,9,0.0,0.0,22.0,0,0.2857142857142857,8.333,28.571,1,bananinhadany
0,2301,1,2014,2023,304.0,655.0,10299,6,9,41.0,22.0,45456.0,0,0.0769230769230768,8.292,28.429,1,kliverthmatos
1,10847,1,2009,2023,546.0,70889.0,1259,1132,1,2.0,144.0,7201.0,1,0.7,8.333,28.571,1,SeattleCouncil
0,439,1,2022,2023,560.0,5637.0,1106,2,1,1.0,4.0,3802.0,0,0.75,8.292,28.429,1,Jace_J_B
1,1124,1,2009,2023,22.0,823020.0,65,3490,1,0.0,30.0,30767.0,1,0.9090909090909092,8.333,28.571,1,J_Klinsmann
1,9930,0,2012,2023,174.0,873449.0,475,1665,10,3.0,64.0,1261.0,1,0.1818181818181817,8.125,27.857,1,13_Pinto
1,13618,1,2008,2023,855.0,617334.0,4792,2291,16,0.0,40.0,8738.0,0,1.0,8.333,28.571,1,SabinaGuzzanti
0,13912,1,2012,2023,3184.0,3885.0,40608,187,1,9.0,82.0,292030.0,1,0.1290322580645161,8.292,28.429,1,NikkiBuschEdit
0,61848,1,2013,2023,803.0,1055.0,101091,10,17,0.0,138.0,5434367.0,1,0.2142857142857143,8.042,27.571,1,josiefrancette
0,16173,1,2006,2023,644.0,49362.0,26903,880,1,0.0,26.0,3397.0,1,0.9166666666666666,8.292,28.429,1,LucyKnisley
0,10341,0,2011,2023,663.0,1200.0,18475,2,6,2.0,82.0,861253.0,0,0.04,8.333,28.571,1,SelokaM
0,1297,1,2011,2017,0.0,25.0,653,1,1,0.0,130.0,306384.0,0,0.2857142857142857,5.458,18.714,1,bellfury
0,8699,1,2013,0,563.0,651.0,34448,3,0,0.0,0.0,0.0,0,0.3076923076923077,0.0,0.0,1,mackenzbrown1
0,2130,0,2014,2023,96.0,53.0,9349,2,1,1.0,174.0,758235.0,0,0.3125,8.125,27.857,1,nattisron
0,23319,1,2007,0,4344.0,3069.0,19873,57,0,0.0,0.0,0.0,0,0.2666666666666667,0.0,0.0,1,KariLikeSafari
1,6671,0,2011,2023,988275.0,1710092.0,229,1022,15,0.0,2.0,12599.0,1,0.0769230769230768,8.333,28.571,1,ObispoPascal
0,1730,1,2012,2023,482.0,33917.0,2762,208,1,0.0,2.0,27880.0,1,0.8571428571428572,3.25,11.143,1,AdamGraphite
0,2787,1,2009,2023,2134.0,65553.0,945,51,10,0.0,58.0,30749.0,1,0.75,8.292,28.429,1,ilanarditti
1,7470,1,2009,2023,53.0,1141591.0,953,10113,15,0.0,6.0,18590.0,1,0.6666666666666667,8.333,28.571,1,DavidArchie
0,286,1,2017,2023,126.0,187.0,971,3,1,0.0,4.0,90.0,1,0.25,8.167,28.0,1,AccountantSavvy
0,919,1,2017,2023,158.0,88.0,677,1,1,1.0,2.0,151.0,1,0.9230769230769232,8.333,28.571,1,GrowingPages
1,761,1,2015,2023,67.0,1769396.0,2401,464,2,3.0,164.0,27584.0,1,1.0,8.292,28.429,1,Trezeguet
0,701,1,2011,2022,170.0,111.0,1546,1,3,0.0,96.0,151553.0,0,0.0,5.875,20.143,1,alwaan2012
0,12289,1,2014,2022,612.0,199.0,28628,1,1,0.0,156.0,101421.0,0,0.0,7.333,25.143,1,th4ts_me_b1tch
1,16247,1,2013,2022,341.0,2297.0,12984,0,1,0.0,94.0,52663.0,1,0.9285714285714286,8.25,28.286,1,RobinOrdSmith
0,12171,1,2013,2023,546.0,142.0,23040,9,1,0.0,48.0,772733.0,0,0.0,8.208,28.143,1,elljaycee626
0,16157,1,2011,2023,1175.0,2593.0,50661,38,2,0.0,12.0,9811.0,1,0.3333333333333333,8.333,28.571,1,swiftcone
1,16898,1,2014,2023,670.0,146603.0,12947,356,1,17.0,50.0,64198.0,1,0.9333333333333332,8.292,28.429,1,GiannoCaldwell
0,9913,1,2011,2017,162.0,302425.0,49,1008,10,0.0,178.0,64867.0,0,0.7272727272727273,7.875,27.0,1,faustomaso
0,3652,1,2011,2017,312.0,183.0,1973,1,1,0.0,144.0,494343.0,1,0.25,6.0,20.571,1,bytantaliser
1,28,0,2009,2021,0.0,1541043.0,69,4156,1,0.0,0.0,37.0,0,0.3333333333333333,0.292,1.0,1,marisaorth
0,14377,0,2017,2023,737.0,112.0,35791,0,1,37.0,60.0,605799.0,0,0.1818181818181817,8.208,28.143,1,St0rm124g3r
0,16332,0,2014,0,168.0,301.0,28648,4,0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1,xalexiiaa
0,54407,1,2018,2023,228.0,3927.0,49564,34,22,57.0,142.0,3781790.0,1,0.4166666666666666,8.083,27.714,1,Ali_WMK317
0,4419,1,2015,2018,777.0,701.0,2149,1,10,0.0,46.0,36995.0,0,0.5,7.333,25.143,1,AilenPaine
0,2369,0,2011,2022,840.0,174.0,6312,0,4,0.0,190.0,202921.0,0,0.7857142857142857,8.167,28.0,1,andrearomano36
0,1,0,2022,2022,1.0,105.0,0,0,1,0.0,0.0,0.0,0,0.2307692307692307,0.042,0.143,1,WWECesaro
0,41049,1,2009,2023,449.0,1086.0,15541,21,1,8.0,8.0,84.0,0,0.3333333333333333,8.333,28.571,1,LoveFromTheBEAN
0,2711,1,2012,2023,943.0,826411.0,1521,1213,3,1.0,82.0,9453.0,0,0.375,7.833,26.857,1,Z_ia_y_d
0,680,0,2017,2023,720.0,44.0,7334,0,9,0.0,34.0,565755.0,0,0.0,8.292,28.429,1,jpbusn
0,42961,0,2008,2023,1702.0,526.0,47410,22,1,20.0,50.0,484744.0,1,0.3333333333333333,8.292,28.429,1,ladesu
0,8666,0,2008,2023,1778.0,124.0,12231,7,1,1.0,116.0,871111.0,0,0.1428571428571429,8.208,28.143,1,hacimbad
1,149357,1,2009,2023,1879.0,592530.0,233513,7843,1,144.0,98.0,99333.0,1,0.7857142857142857,8.333,28.571,1,sarahkendzior
1,10409,1,2010,2022,21.0,704091.0,57,1459,1,0.0,86.0,290.0,1,0.4375,8.292,28.429,1,sidmallya
0,22054,1,2011,2023,632.0,530.0,6545,20,1,25.0,188.0,178271.0,1,0.3888888888888888,8.333,28.571,1,TomFitzIV
0,11152,1,2014,2023,1856.0,65.0,10635,4,1,29.0,110.0,542860.0,0,0.2307692307692307,8.292,28.429,1,internetuserc
0,2901,1,2009,2023,352.0,115.0,2262,0,1,5.0,40.0,742.0,1,0.0,8.333,28.571,1,LCphoto13
0,2493,1,2009,2023,2050.0,1688.0,46804,18,1,0.0,116.0,1368608.0,0,0.8666666666666667,8.25,28.286,1,Carrieglinberg
1,46127,1,2009,2023,1181.0,662159.0,30071,543,8,76.0,152.0,632602.0,1,0.7333333333333334,8.333,28.571,1,serkanaltunigne
0,1892,0,2016,2023,164.0,117.0,3474,3,1,0.0,86.0,354545.0,0,0.9090909090909092,8.167,28.0,1,ChrisBelyk
0,6744,1,2016,2023,1015.0,197.0,29891,0,1,1.0,164.0,2171133.0,0,0.2857142857142857,8.083,27.714,1,Normadbeliever
0,56190,1,2007,2023,3260.0,4512.0,14846,466,1,15.0,16.0,5670.0,1,0.7333333333333334,8.333,28.571,1,andrewcareaga
0,671,1,2017,2023,264.0,222.0,15338,0,1,0.0,16.0,404419.0,0,0.0769230769230768,8.333,28.571,1,SL_0012
0,4874,0,2014,2023,421.0,399.0,6444,2,6,2.0,180.0,610960.0,1,0.1818181818181817,8.292,28.429,1,MikeJerm
0,60464,1,2009,2023,615.0,903.0,26221,34,1,4.0,116.0,1753512.0,0,0.0833333333333333,8.333,28.571,1,BedazzleCats
0,17110,1,2012,2023,525.0,810.0,5628,5,1,28.0,0.0,9.0,0,0.4,8.333,28.571,1,CoachJoshHadden
1,30007,1,2008,2018,15291.0,110522.0,12272,1585,1,0.0,86.0,2089.0,1,0.1999999999999999,8.333,28.571,1,CAinc
1,21125,1,2010,2023,524.0,104065.0,10178,0,1,3.0,180.0,2503.0,1,0.1111111111111111,8.292,28.429,1,rdfrs
0,7617,0,2011,0,210.0,128.0,5882,6,0,0.0,0.0,0.0,0,0.6,0.0,0.0,1,KylieWasha
1,5682,1,2009,2023,132.0,4097.0,63,30,1,5.0,150.0,2074.0,1,0.9090909090909092,8.333,28.571,1,AronWieder
0,1238,1,2011,2023,532.0,29908.0,465,335,9,0.0,8.0,3623.0,1,0.4705882352941176,8.292,28.429,1,narcisostudio
0,42819,1,2009,2020,4530.0,3329.0,3871,27,7,0.0,76.0,2324.0,1,0.9090909090909092,7.458,25.571,1,JimmyDrama
0,592,0,2009,2017,0.0,24.0,15,0,1,0.0,18.0,412845.0,0,0.5,7.667,26.286,1,iiDoLLii
0,513,1,2013,2022,126.0,6.0,1211,0,1,0.0,64.0,218980.0,0,0.0714285714285714,7.042,24.143,1,DarkImperatrix
1,40010,1,2010,2023,1375.0,264108.0,16109,2672,1,22.0,22.0,17925.0,0,0.8333333333333334,8.333,28.571,1,_PaulHayward
0,2278,0,2009,2023,197.0,47.0,1714,0,1,4.0,56.0,808204.0,1,0.0,8.167,28.0,1,lessthansarah
0,19860,1,2009,2023,4989.0,1240.0,5590,112,1,4.0,114.0,842560.0,1,0.9,8.333,28.571,1,ChrisBatz
0,2125,1,2009,2023,869.0,318.0,2732,13,1,1.0,54.0,628951.0,1,0.0526315789473684,8.292,28.429,1,RicofromTheU
0,29672,0,2011,2023,499.0,276.0,10526,3,1,25.0,8.0,88928.0,0,0.0,8.333,28.571,1,Resa_luv11
1,33239,1,2011,2023,1232.0,15443.0,44588,281,1,40.0,104.0,142407.0,1,0.5555555555555556,8.333,28.571,1,DCampoamor
1,26615,1,2015,2023,1789.0,8694.0,22543,43,1,8.0,0.0,109.0,0,0.0714285714285714,8.333,28.571,1,MineCartMayhem
0,3108,1,2015,2023,267.0,184.0,5891,0,1,26.0,72.0,1017030.0,0,0.1428571428571429,8.042,27.571,1,PollardMiracle
1,6073,0,2011,2023,248.0,103827.0,513,875,1,18.0,126.0,206709.0,0,0.3529411764705882,8.333,28.571,1,TVAshleigh
0,13851,1,2009,2023,2272.0,578.0,28985,28,1,3.0,22.0,264120.0,1,0.4166666666666666,8.292,28.429,1,dbodine3
0,14713,1,2015,2023,161.0,104.0,6957,2,1,2.0,148.0,3184946.0,0,0.5,7.542,25.857,1,rosiiedr
0,1349,1,2012,2022,148.0,68.0,748,0,1,0.0,16.0,25728.0,0,0.6153846153846154,7.917,27.143,1,michaelduke06
0,12691,1,2013,2022,731.0,1485.0,9426,2,1,0.0,134.0,1975732.0,0,0.1538461538461538,6.583,22.571,1,AllAboutTeraa
0,6212,0,2009,2019,2111.0,467.0,52,2,9,0.0,12.0,20661.0,0,0.4444444444444444,7.875,27.0,1,carlinhalimeira
1,15509,1,2011,2023,860.0,994077.0,1956,4017,9,2.0,56.0,94506.0,1,0.6666666666666667,8.125,27.857,1,eva_hache
0,1226,1,2015,2023,255.0,451.0,4705,9,1,0.0,22.0,41734.0,1,0.1304347826086956,8.25,28.286,1,CyoungOnStage
1,4670,1,2011,2023,3911.0,15965.0,25411,650,1,44.0,56.0,22013.0,1,0.9230769230769232,8.333,28.571,1,AmandaBecker
0,256,1,2009,2021,41.0,24.0,566,0,1,0.0,6.0,84048.0,0,0.6666666666666667,0.375,1.286,1,braendrix
0,844,1,2011,2023,341.0,28.0,978,0,1,0.0,100.0,1338431.0,0,0.8181818181818181,7.292,25.0,1,PinedaElbaB
0,22245,1,2012,2023,2937.0,2259.0,82699,23,1,4.0,38.0,2946.0,1,0.5,8.292,28.429,1,86Cujo
0,69997,1,2014,2023,472.0,845.0,128247,2,1,0.0,134.0,1645553.0,1,0.0,7.917,27.143,1,drayray_
0,1527,1,2012,2017,0.0,96.0,421,1,1,0.0,16.0,7010.0,0,0.4666666666666667,8.125,27.857,1,TheRealShoemakr
0,27109,0,2010,2019,439.0,376100.0,14554,762,10,0.0,46.0,205874.0,0,0.2142857142857143,8.167,28.0,1,marchenacindy
1,34188,1,2008,0,963.0,21317.0,92323,634,0,0.0,0.0,0.0,1,0.48,0.0,0.0,1,VictoriaDahl
0,1207,0,2011,2023,517.0,55.0,1954,1,1,0.0,76.0,1174671.0,0,0.4666666666666667,4.875,16.714,1,braydougman2310
0,1168,0,2009,2017,89.0,68.0,594,0,1,0.0,120.0,326671.0,0,0.6363636363636364,5.042,17.286,1,Jackbelmiro
0,14262,1,2009,0,300.0,270.0,1694,2,0,0.0,0.0,0.0,0,0.7692307692307692,0.0,0.0,1,rickyIsetiadi
0,51030,0,2012,2023,59.0,839.0,27096,2,1,3.0,166.0,3204950.0,1,0.0,8.042,27.571,1,tvtianvx
0,3899,1,2012,2023,2417.0,473.0,5608,9,1,0.0,110.0,1380207.0,0,0.7692307692307692,8.292,28.429,1,brittdorfman
0,3839,1,2009,2023,821.0,150.0,1891,3,1,0.0,4.0,41550.0,1,0.1333333333333333,8.333,28.571,1,thelegendarydrk
0,1781,0,2018,2023,180.0,117.0,10649,0,1,0.0,56.0,932115.0,1,0.2307692307692307,8.0,27.429,1,ZuleikaCorona
0,5292,1,2010,2021,170.0,471093.0,2,1042,1,0.0,2.0,1516.0,1,0.5714285714285714,8.333,28.571,1,iza_goulart
0,11112,1,2013,2023,370.0,556.0,25485,5,1,9.0,82.0,772200.0,1,0.0666666666666666,8.125,27.857,1,AbstraktBeatz98
0,14462,0,2015,2023,376.0,236.0,22436,25,1,18.0,62.0,72418.0,0,0.1999999999999999,8.333,28.571,1,tranbryannguyen
0,543,1,2017,2023,315.0,293.0,1155,3,1,0.0,18.0,20996.0,0,0.2424242424242424,8.292,28.429,1,Storm_benedetti
0,228,1,2009,2022,238.0,88.0,312,2,7,0.0,70.0,289367.0,1,0.4545454545454546,8.333,28.571,1,ptquelet
0,986,1,2011,2022,495.0,306.0,3888,0,1,0.0,70.0,422348.0,0,0.0999999999999999,6.833,23.429,1,jstack4462
1,937,0,2014,2023,129.0,1211389.0,2498,234,8,2.0,18.0,94098.0,1,0.6666666666666667,8.333,28.571,1,Gokhan_Tore7
0,33250,1,2009,2018,683.0,4092.0,1796,10,4,0.0,48.0,476772.0,0,0.0,4.542,15.571,1,2AnonymousLLLLL
0,5754,1,2009,2022,1121.0,1567.0,2823,81,1,0.0,26.0,161092.0,1,0.1999999999999999,8.292,28.429,1,colonsuzan
1,145414,0,2009,2023,29111.0,1805436.0,17443,1144,1,2.0,78.0,76702.0,1,0.5263157894736843,8.333,28.571,1,DeleMomodu
1,113946,1,2009,2023,4427.0,14510.0,36268,246,49,186.0,92.0,99271.0,1,0.0666666666666666,8.25,28.286,1,dorothyofisrael
0,18828,1,2012,2023,2202.0,767.0,9779,1,1,49.0,6.0,9608.0,0,0.1111111111111111,8.333,28.571,1,MissAnaTX
0,143,1,2010,2017,0.0,27.0,8,0,1,0.0,24.0,5640.0,0,0.9,5.75,19.714,1,JamDonald
0,4252,1,2014,2023,941.0,336.0,38623,7,7,5.0,58.0,390993.0,0,0.0,8.333,28.571,1,dont_growup
0,6369,1,2013,2023,140.0,179.0,6449,22,11,1.0,130.0,139421.0,1,0.1999999999999999,8.333,28.571,1,contrarian_mind
1,72110,1,2008,2023,274381.0,276474.0,7031,3888,1,172.0,88.0,479479.0,1,0.0833333333333333,8.333,28.571,1,thejimjams
0,10566,1,2009,2019,1241.0,930.0,946,13,1,0.0,30.0,177093.0,0,0.7777777777777778,8.25,28.286,1,McHaterAZ
0,15487,1,2009,2021,0.0,236.0,58,5,1,0.0,0.0,0.0,0,0.0,8.333,28.571,1,KeepIt300
0,7688,1,2010,2023,2541.0,2397.0,8917,1,1,30.0,0.0,47.0,0,0.0,8.333,28.571,1,bnolte50
0,19391,1,2012,2023,797.0,983.0,33299,2,1,21.0,52.0,409984.0,0,0.125,8.333,28.571,1,issani__
0,151113,1,2009,2023,1611.0,34682.0,1547,150,6,41.0,34.0,36629.0,1,0.2580645161290322,8.208,28.143,1,dwikaputra
1,3923,0,2018,2023,223.0,23724.0,805,130,1,5.0,2.0,1066.0,1,0.3,8.333,28.571,1,OHPDPS
0,33819,1,2013,2023,331.0,170.0,25115,8,1,31.0,162.0,1798742.0,0,0.0,8.208,28.143,1,bbysenpaii
0,10878,0,2014,2023,1015.0,416.0,16585,2,1,0.0,102.0,103193.0,0,0.3333333333333333,8.208,28.143,1,EliYaBish
0,23626,0,2013,0,274.0,26.0,9244,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,bcrossover8
0,354736,1,2007,2023,1106.0,9740.0,389,466,15,200.0,88.0,95988.0,1,0.1666666666666666,8.333,28.571,1,ZaraA
0,90389,0,2011,2023,86.0,137709.0,56,1672,13,21.0,84.0,33942.0,0,0.0,8.333,28.571,1,iam1101
0,44562,0,2007,2023,522.0,2011.0,9526,35,1,3.0,44.0,36023.0,1,0.1666666666666666,8.292,28.429,1,ZackRI
0,58306,0,2014,2023,603.0,816.0,97500,25,13,11.0,66.0,210686.0,1,0.0,8.333,28.571,1,Chinatsu_3938
0,358367,1,2010,2023,5063.0,3821.0,514753,15,1,199.0,178.0,199178.0,0,0.4,8.292,28.429,1,KMCaton
1,118403,1,2009,2023,389.0,66905.0,1927,481,1,200.0,0.0,30.0,1,0.2307692307692307,8.333,28.571,1,kwqcnews
0,1051,0,2008,2017,247.0,49.0,696,0,2,0.0,128.0,311969.0,0,1.0,5.375,18.429,1,bedoyajj
0,8553,1,2015,2021,0.0,61.0,16477,14,1,0.0,110.0,1679672.0,0,0.0,8.125,27.857,1,asalagiri
0,38862,1,2013,2022,1196.0,1512.0,163319,56,1,0.0,168.0,1696139.0,1,0.6,8.25,28.286,1,Rhonda0731
0,3773,1,2009,2022,7818.0,17893.0,127,485,1,0.0,4.0,238.0,1,0.7692307692307692,8.333,28.571,1,veronicawebb
0,10734,1,2010,2023,599.0,267.0,41983,16,1,13.0,52.0,288195.0,0,0.16,8.333,28.571,1,WatchtowerNorth
0,2016,1,2013,2022,511.0,717.0,5001,1,1,0.0,108.0,4019122.0,0,0.25,7.75,26.571,1,CameronJ4144
1,22840,1,2009,2023,1459.0,5549.0,13868,126,1,2.0,74.0,58103.0,0,0.7692307692307692,8.333,28.571,1,adamchitwood
1,43946,1,2009,2023,3693.0,10029.0,25153,309,1,39.0,32.0,19404.0,1,0.7333333333333334,8.333,28.571,1,chrissistrunk
0,24,1,2023,2023,22.0,1.0,72,0,1,5.0,0.0,0.0,0,0.0833333333333333,1.0,3.429,1,KikiTikiTavi
0,12721,1,2010,2021,12159.0,85076.0,181,284,2,0.0,18.0,31506.0,1,0.9230769230769232,8.333,28.571,1,ArmasAbrahan
1,192019,1,2007,2023,11114.0,331935.0,230,3206,21,0.0,100.0,21716.0,0,0.3333333333333333,8.292,28.429,1,mranti
0,14576,1,2010,2020,0.0,97.0,0,3,1,0.0,0.0,46.0,1,0.6,8.333,28.571,1,ksingtongallery
0,11944,1,2012,2023,2495.0,938.0,31173,12,1,36.0,116.0,140240.0,0,0.0,8.333,28.571,1,KUNOS19
0,7008,0,2011,2023,4219.0,480.0,56667,20,1,7.0,0.0,10940.0,0,0.0,8.333,28.571,1,froyomama
0,11881,1,2014,2023,894.0,2153.0,8809,42,1,25.0,70.0,226.0,1,1.0,8.333,28.571,1,PittGreensburg
0,225,1,2018,0,214.0,15.0,656,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,3xCharmer
0,5242,1,2014,2021,0.0,256.0,4996,0,1,0.0,128.0,1843819.0,0,0.1428571428571429,7.458,25.571,1,JKap423
1,361,0,2013,2022,158.0,1119491.0,115,1246,2,0.0,26.0,93245.0,0,0.3636363636363636,8.333,28.571,1,11carlosV
1,35861,1,2009,2023,941.0,293435.0,7010,289,10,10.0,30.0,22045.0,1,0.8823529411764706,8.333,28.571,1,GuillDomaniczky
0,25823,1,2011,2023,46854.0,44602.0,144069,86,1,23.0,8.0,209318.0,1,0.1333333333333333,8.333,28.571,1,OffbeatLook
0,4102,1,2015,2023,873.0,233.0,45837,1,11,5.0,4.0,102204.0,0,0.3333333333333333,8.333,28.571,1,franm3m
1,40439,1,2009,2023,286.0,1053129.0,9616,515,3,10.0,96.0,109657.0,1,0.9166666666666666,8.167,28.0,1,DianaHaddad
0,88653,1,2010,2023,12368.0,19243.0,4711,654,1,66.0,40.0,4399.0,1,0.75,8.333,28.571,1,ANationOfMoms
0,51361,1,2009,2023,2435.0,23628.0,62966,345,1,31.0,40.0,11617.0,1,0.9,8.333,28.571,1,MaraDavis
0,14557,0,2011,2023,173.0,4899817.0,6867,548,1,0.0,88.0,535883.0,0,0.7692307692307692,8.167,28.0,1,lizasoberano
0,17249,0,2011,2023,482.0,391.0,1,20,1,19.0,176.0,145398.0,0,0.9285714285714286,8.292,28.429,1,MarketSqueeze
0,7445,1,2012,2023,838.0,1513.0,7489,20,1,16.0,4.0,612412.0,1,0.5,8.333,28.571,1,Tiffanie_Fisher
0,24721,0,2010,2023,812.0,1011961.0,1165,8678,13,42.0,40.0,50375.0,1,0.0,8.333,28.571,1,shouta0811aoi
0,190,1,2018,2020,197.0,321.0,328,4,1,0.0,8.0,287.0,0,0.3809523809523809,7.917,27.143,1,NikkiRae_POMSKY
1,5184,1,2008,2023,2733.0,39462.0,13825,2022,1,54.0,144.0,104044.0,0,0.9333333333333332,8.333,28.571,1,JohnPaczkowski
0,5899,0,2013,2023,424.0,260.0,11612,0,1,1.0,178.0,2468624.0,0,0.1999999999999999,8.0,27.429,1,conorclifford24
0,6181,0,2013,2023,1159.0,298.0,33052,21,10,4.0,184.0,1024497.0,0,0.75,8.333,28.571,1,JGabinoD
0,34920,1,2014,2023,266.0,987.0,72,0,6,3.0,0.0,601.0,1,0.1666666666666666,8.333,28.571,1,Hiz_Ramadhan
1,25818,1,2009,2023,503.0,549283.0,2870,1053,3,1.0,126.0,231327.0,1,0.0,8.333,28.571,1,badriahalbeshr
1,15999,0,2009,2023,3884.0,227664.0,348,3136,1,16.0,2.0,434.0,1,0.3333333333333333,8.333,28.571,1,BainAlerts
0,447,1,2010,2017,0.0,91.0,12,0,20,0.0,10.0,7897.0,1,0.75,8.25,28.286,1,Gat_Plexiglas
0,5937,1,2009,2023,1763.0,248.0,12812,2,4,2.0,108.0,1073868.0,0,0.3636363636363636,7.917,27.143,1,kellikins84
0,2616,1,2014,2022,242.0,247.0,6029,1,1,0.0,122.0,809122.0,0,0.0,7.833,26.857,1,bradinunlimited
0,143,0,2016,2017,0.0,0.0,65,0,3,0.0,86.0,241489.0,0,0.75,5.208,17.857,1,jackquelinewis8
1,66280,0,2009,2023,823.0,1252327.0,31549,1286,2,6.0,88.0,811636.0,1,0.25,8.083,27.714,1,saabmagalona
0,1566,1,2009,2021,144.0,35.0,880,2,1,0.0,38.0,272771.0,0,0.3571428571428571,8.042,27.571,1,delinav
1,68696,1,2008,2023,260.0,26617.0,49,1407,1,81.0,2.0,108.0,1,1.0,8.333,28.571,1,Nextgov
1,38041,1,2009,2023,2384.0,161156.0,7963,924,1,20.0,38.0,1637.0,1,0.7272727272727273,8.333,28.571,1,jameyjasta
1,5453,1,2012,2023,560.0,22470.0,3295,242,1,6.0,16.0,1165.0,1,0.9230769230769232,8.333,28.571,1,OlathePolice
1,333,1,2014,2023,57.0,1110459.0,55,1306,16,0.0,8.0,101202.0,0,0.1999999999999999,8.333,28.571,1,DarmianOfficial
1,302,0,2016,2021,51.0,3022322.0,31,607,4,0.0,8.0,154406.0,0,0.9230769230769232,8.333,28.571,1,RamadanSobhi
0,2654,1,2009,2023,121.0,58.0,3437,2,1,2.0,122.0,2044857.0,0,0.1764705882352941,8.25,28.286,1,vincevega76
0,387,1,2017,2023,68.0,41.0,22604,0,1,0.0,82.0,4593480.0,0,0.5714285714285714,7.583,26.0,1,RennXxo
0,546,1,2009,2021,230.0,60.0,372,0,10,0.0,100.0,691752.0,0,0.2307692307692307,6.5,22.286,1,RockLeLE
0,130490,1,2011,0,633.0,1092.0,17060,2,0,0.0,0.0,0.0,0,0.1999999999999999,0.0,0.0,1,BrePeixoto
1,28379,1,2009,2023,5403.0,1832176.0,928,748,20,5.0,0.0,1661.0,1,0.5,8.333,28.571,1,missfazura
